Group,PAST_DUE_DAYS_ORD_STATUS,PAST_DUE_ORD_STATUS_DAYCOUNT,BRANCH NAME,BILL_NAME,Shipto,Business Unit,Mfr,Customer Part #,MFR Part #,CAT,Order Number, Value , Value-Alloc ,Ordered,Required,Commited,Resale,Qty,Alloc,Balance,Mtl Avl,Bos Avl,UK Avl,Asia Avl,PBO,CBO,POQ,MPQ,SOQ,ViaCode,Tariff Class,OS Name
Analog,> 14 Days,68,VIETNAM,XP POWER SINGAPORE MANUFACTURING ,XS005401,Analog,PWI,RM20000019319,TOP246GN-TL,1,1500033338," 3,500.00 "," 3,500.00 ",6/23/2022 0:00,4/11/2023 0:00,6/28/2023 0:00,1.75,2000,2000,0.0,0,1000,0,0,18000,64000,1000,1000,1000,DEWWDAP45,MM335,"LE, HENRY (A-2R)            "
Analog,> 14 Days,68,VIETNAM,XP POWER SINGAPORE MANUFACTURING ,XS005401,Analog,PWI,RM20000019319,TOP246GN-TL,1,1500033338," 3,500.00 "," 3,500.00 ",6/23/2022 0:00,4/11/2023 0:00,6/28/2023 0:00,1.75,2000,2000,0.0,0,1000,0,0,18000,64000,1000,1000,1000,DEWWDAP45,MM335,"LE, HENRY (A-2R)            "
Analog,> 14 Days,68,VIETNAM,XP POWER SINGAPORE MANUFACTURING ,XS005401,Analog,PWI,RM20000019319,TOP246GN-TL,1,1500033338," 1,750.00 "," 1,750.00 ",6/23/2022 0:00,4/11/2023 0:00,6/28/2023 0:00,1.75,1000,1000,0.0,0,1000,0,0,18000,64000,1000,1000,1000,DEWWDAP45,MM335,"LE, HENRY (A-2R)            "
Analog,> 14 Days,68,VIETNAM,XP POWER SINGAPORE MANUFACTURING ,XS005401,Analog,PWI,RM20000019319,TOP246GN-TL,1,1500033338," 1,750.00 "," 1,750.00 ",6/23/2022 0:00,4/11/2023 0:00,6/28/2023 0:00,1.75,1000,1000,0.0,0,1000,0,0,18000,64000,1000,1000,1000,DEWWDAP45,MM335,"LE, HENRY (A-2R)            "
Analog,> 14 Days,68,VIETNAM,XP POWER SINGAPORE MANUFACTURING ,XS005401,Analog,PWI,RM20000019319,TOP246GN-TL,1,1500033338," 3,500.00 "," 3,500.00 ",6/23/2022 0:00,4/11/2023 0:00,6/28/2023 0:00,1.75,2000,2000,0.0,0,1000,0,0,18000,64000,1000,1000,1000,DEWWDAP45,MM335,"LE, HENRY (A-2R)            "
Analog,> 14 Days,55,VIETNAM,XP POWER SINGAPORE MANUFACTURING ,XS005401,Analog,PWI,RM20000019319,TOP246GN-TL,1,1500034243," 1,750.00 "," 1,750.00 ",7/7/2022 0:00,4/24/2023 0:00,7/6/2023 0:00,1.75,1000,1000,0.0,0,1000,0,0,18000,64000,1000,1000,1000,DEWWDAP45,MM335,"LE, HENRY (A-2R)            "
Analog,> 14 Days,76,VIETNAM,XP POWER SINGAPORE MANUFACTURING ,XS005401,Analog,PWI,RM20000019319,TOP246GN-TL,1,1500032775," 7,000.00 "," 7,000.00 ",6/14/2022 0:00,4/3/2023 0:00,6/15/2023 0:00,1.75,4000,4000,0.0,0,1000,0,0,18000,64000,1000,1000,1000,DEWWDAP45,MM335,"LE, HENRY (A-2R)            "
Analog,> 14 Days,76,VIETNAM,XP POWER SINGAPORE MANUFACTURING ,XS005401,Analog,PWI,RM20000019319,TOP246GN-TL,1,1500032803," 8,750.00 "," 8,750.00 ",6/14/2022 0:00,4/3/2023 0:00,6/15/2023 0:00,1.75,5000,5000,0.0,0,1000,0,0,18000,64000,1000,1000,1000,DEWWDAP45,MM335,"LE, HENRY (A-2R)            "
Analog,> 14 Days,83,VIETNAM,XP POWER SINGAPORE MANUFACTURING ,XS005401,Analog,PWI,RM20000019319,TOP246GN-TL,1,1500032163," 5,250.00 "," 5,250.00 ",6/7/2022 0:00,3/27/2023 0:00,6/15/2023 0:00,1.75,3000,3000,0.0,0,1000,0,0,18000,64000,1000,1000,1000,DEWWDAP45,MM335,"LE, HENRY (A-2R)            "
Analog,> 14 Days,83,VIETNAM,XP POWER SINGAPORE MANUFACTURING ,XS005401,Analog,PWI,RM20000019319,TOP246GN-TL,1,1500032147," 3,500.00 "," 3,500.00 ",6/7/2022 0:00,3/27/2023 0:00,6/15/2023 0:00,1.75,2000,2000,0.0,0,1000,0,0,18000,64000,1000,1000,1000,DEWWDAP45,MM335,"LE, HENRY (A-2R)            "
Analog,> 14 Days,83,VIETNAM,XP POWER SINGAPORE MANUFACTURING ,XS005401,Analog,PWI,RM20000019319,TOP246GN-TL,1,1500032147," 1,750.00 "," 1,750.00 ",6/7/2022 0:00,3/27/2023 0:00,6/15/2023 0:00,1.75,1000,1000,0.0,0,1000,0,0,18000,64000,1000,1000,1000,DEWWDAP45,MM335,"LE, HENRY (A-2R)            "
Analog,> 14 Days,83,VIETNAM,XP POWER SINGAPORE MANUFACTURING ,XS005401,Analog,PWI,RM20000019319,TOP246GN-TL,1,1500032147," 1,750.00 "," 1,750.00 ",6/7/2022 0:00,3/27/2023 0:00,6/15/2023 0:00,1.75,1000,1000,0.0,0,1000,0,0,18000,64000,1000,1000,1000,DEWWDAP45,MM335,"LE, HENRY (A-2R)            "
Analog,> 14 Days,77,VIETNAM,XP POWER SINGAPORE MANUFACTURING ,XS005401,Analog,PWI,RM20000019319,TOP246GN-TL,1,1500032147," 1,750.00 "," 1,750.00 ",6/7/2022 0:00,4/1/2023 0:00,6/15/2023 0:00,1.75,1000,1000,0.0,0,1000,0,0,18000,64000,1000,1000,1000,DEWWDAP45,MM335,"LE, HENRY (A-2R)            "
Analog,> 14 Days,90,VIETNAM,XP POWER SINGAPORE MANUFACTURING ,XS005401,Analog,PWI,RM20000019319,TOP246GN-TL,1,1500031513," 3,500.00 "," 3,500.00 ",6/1/2022 0:00,3/20/2023 0:00,5/30/2023 0:00,1.75,2000,2000,0.0,0,1000,0,0,18000,64000,1000,1000,1000,DEWWDAP45,MM335,"LE, HENRY (A-2R)            "
Analog,> 14 Days,90,VIETNAM,XP POWER SINGAPORE MANUFACTURING ,XS005401,Analog,PWI,RM20000019319,TOP246GN-TL,1,1500031513," 1,750.00 "," 1,750.00 ",6/1/2022 0:00,3/20/2023 0:00,5/30/2023 0:00,1.75,1000,1000,0.0,0,1000,0,0,18000,64000,1000,1000,1000,DEWWDAP45,MM335,"LE, HENRY (A-2R)            "
Analog,> 14 Days,90,VIETNAM,XP POWER SINGAPORE MANUFACTURING ,XS005401,Analog,PWI,RM20000019319,TOP246GN-TL,1,1500031513," 5,250.00 "," 5,250.00 ",6/1/2022 0:00,3/20/2023 0:00,5/30/2023 0:00,1.75,3000,3000,0.0,0,1000,0,0,18000,64000,1000,1000,1000,DEWWDAP45,MM335,"LE, HENRY (A-2R)            "
Analog,> 14 Days,111,VIETNAM,XP POWER SINGAPORE MANUFACTURING ,XS005401,Analog,PWI,RM20000019319,TOP246GN-TL,1,1500030484," 3,500.00 "," 3,500.00 ",5/9/2022 0:00,2/27/2023 0:00,5/17/2023 0:00,1.75,2000,2000,0.0,0,1000,0,0,18000,64000,1000,1000,1000,DEWWDAP45,MM335,"LE, HENRY (A-2R)            "
Interconnect,> 14 Days,108,SINGAPORE,GES MANUFACTURING SERVICES (M)   ,ES044400,Interconnect,ADM,M01-41104662-R,MPJ-4P-S,1,4601109974,1640,1640,7/5/2022 0:00,2/23/2023 0:00,1/1/2049 0:00,0.328,5000,5000,0.0,0,0,0,0,0,14000,4000,100,100,AMGEFOB24,KK154,"TEO, HAZEL (A-01)           "
Interconnect,> 14 Days,333,SINGAPORE,GES MANUFACTURING SERVICES (M)   ,ES044400,Interconnect,ADM,M01-41104662-R,MPJ-4P-S,1,4601062824,328,328,12/20/2021 0:00,2/3/2023 0:00,1/1/2047 0:00,0.328,1000,1000,0.0,0,0,0,0,0,14000,4000,100,100,AMGEFOB24,KK154,"TEO, HAZEL (A-01)           "
Interconnect,> 14 Days,326,SINGAPORE,GES MANUFACTURING SERVICES (M)   ,ES044400,Interconnect,ADM,M01-41104662-R,MPJ-4P-S,1,4601062824,328,328,12/20/2021 0:00,2/3/2023 0:00,1/1/2047 0:00,0.328,1000,1000,0.0,0,0,0,0,0,14000,4000,100,100,AMGEFOB24,KK154,"TEO, HAZEL (A-01)           "
Interconnect,> 14 Days,306,SINGAPORE,GES MANUFACTURING SERVICES (M)   ,ES044400,Interconnect,ADM,M01-41104662-R,MPJ-4P-S,1,4601062824,328,328,12/20/2021 0:00,2/3/2023 0:00,1/1/2047 0:00,0.328,1000,1000,0.0,0,0,0,0,0,14000,4000,100,100,AMGEFOB24,KK154,"TEO, HAZEL (A-01)           "
Interconnect,> 14 Days,293,SINGAPORE,GES MANUFACTURING SERVICES (M)   ,ES044400,Interconnect,ADM,M01-41104662-R,MPJ-4P-S,1,4601062824,328,328,12/20/2021 0:00,2/3/2023 0:00,1/1/2047 0:00,0.328,1000,1000,0.0,0,0,0,0,0,14000,4000,100,100,AMGEFOB24,KK154,"TEO, HAZEL (A-01)           "
Interconnect,> 14 Days,123,SINGAPORE,GES MANUFACTURING SERVICES (M)   ,ES044400,Interconnect,ADM,M01-41104662-R,MPJ-4P-S,1,4601081914,1640,1640,3/28/2022 0:00,2/15/2023 0:00,7/31/2023 0:00,0.328,5000,5000,0.0,0,0,0,0,0,14000,4000,100,100,AMGEFOB24,KK154,"TEO, HAZEL (A-01)           "
Passive,<= 14 Days,0,MANILA,MITSUMI PHILIPPINES INC.         ,MS699101,Passive,MUS,0575-738,GCM0335C1E220JA16D,1,167U62027,507,507,6/13/2023 0:00,6/16/2023 0:00,6/16/2024 0:00,0.00338,150000,150000,0.0,0,0,0,0,0,7800000,75000,15000,15000,DEWWDAP,KK123,"MEDINA, MYLEEN (A-80)       "
Passive,<= 14 Days,0,MANILA,MITSUMI PHILIPPINES INC.         ,MS699101,Passive,MUS,0575-738,GCM0335C1E220JA16D,1,167U62028,507,507,6/13/2023 0:00,6/16/2023 0:00,6/16/2024 0:00,0.00338,150000,150000,0.0,0,0,0,0,0,7800000,75000,15000,15000,DEWWDAP,KK123,"MEDINA, MYLEEN (A-80)       "
Interconnect,> 14 Days,62,SINGAPORE,GES MANUFACTURING SERVICES (M)   ,ES044400,Interconnect,WIE,C9-CONP006230-R,25.345.5053.0,1,4601129801,3325,3325,8/5/2022 0:00,6/15/2023 0:00,1/1/2049 0:00,9.5,350,350,0.0,0,0,0,0,0,550,100,50,50,AMGEFOB24,KK195,"TEO, HAZEL (A-01)           "
Interconnect,> 14 Days,42,SINGAPORE,GES MANUFACTURING SERVICES (M)   ,ES044400,Interconnect,WIE,C9-CONP006230-R,25.345.5053.0,1,4601152378,950,950,12/22/2022 0:00,5/5/2023 0:00,1/1/2049 0:00,9.5,100,100,0.0,0,0,0,0,0,550,100,50,50,AMGEFOB24,KK195,"TEO, HAZEL (A-01)           "
High End,<= 14 Days,5,BANGKOK,"BLUECHIPS MICROHOUSE CO., LTD    ",BS351606,High End,MCP,62870,PIC18F14K22-E/ML,2,45109065,0,8343.1348,7/21/2022 0:00,5/12/2023 0:00,7/21/2023 0:00,2.0837,0,4004,0.0,0,0,0,0,16380,29393,455,91,91,ASSAFCA3,MM096,"INCHAN, CHUTHAMAS (A-77)    "
High End,<= 14 Days,5,BANGKOK,"BLUECHIPS MICROHOUSE CO., LTD    ",BS351606,High End,MCP,62870,PIC18F14K22-E/ML,2,45109298,0,1137.7002,8/7/2022 0:00,6/12/2023 0:00,8/8/2023 0:00,2.0837,0,546,0.0,0,0,0,0,16380,29393,455,91,91,ASSAFCA3,MM096,"INCHAN, CHUTHAMAS (A-77)    "
High End,<= 14 Days,5,BANGKOK,"BLUECHIPS MICROHOUSE CO., LTD    ",BS351606,High End,MCP,66702,PIC18F14K22-E/ML,2,45110403,0,2085.7837,1/19/2023 0:00,1/25/2023 0:00,1/20/2024 0:00,2.0837,0,1001,0.0,0,0,0,0,16380,29393,455,91,91,ASSAFCA3,MM096,"INCHAN, CHUTHAMAS (A-77)    "
High End,<= 14 Days,5,BANGKOK,"BLUECHIPS MICROHOUSE CO., LTD    ",BS351606,High End,MCP,66702,PIC18F14K22-E/ML,2,45110403,0,2085.7837,1/19/2023 0:00,1/25/2023 0:00,1/20/2024 0:00,2.0837,0,1001,0.0,0,0,0,0,16380,29393,455,91,91,ASSAFCA3,MM096,"INCHAN, CHUTHAMAS (A-77)    "
High End,<= 14 Days,5,BANGKOK,"BLUECHIPS MICROHOUSE CO., LTD    ",BS351606,High End,MCP,66702,PIC18F14K22-E/ML,2,45110403,0,2085.7837,1/19/2023 0:00,2/13/2023 0:00,1/20/2024 0:00,2.0837,0,1001,0.0,0,0,0,0,16380,29393,455,91,91,ASSAFCA3,MM096,"INCHAN, CHUTHAMAS (A-77)    "
High End,<= 14 Days,5,BANGKOK,"BLUECHIPS MICROHOUSE CO., LTD    ",BS351606,High End,MCP,66702,PIC18F14K22-E/ML,2,45110403,0,2085.7837,1/19/2023 0:00,3/13/2023 0:00,1/20/2024 0:00,2.0837,0,1001,0.0,0,0,0,0,16380,29393,455,91,91,ASSAFCA3,MM096,"INCHAN, CHUTHAMAS (A-77)    "
High End,<= 14 Days,5,BANGKOK,"BLUECHIPS MICROHOUSE CO., LTD    ",BS351606,High End,MCP,66702,PIC18F14K22-E/ML,2,45110403,0,2085.7837,1/19/2023 0:00,4/17/2023 0:00,1/20/2024 0:00,2.0837,0,1001,0.0,0,0,0,0,16380,29393,455,91,91,ASSAFCA3,MM096,"INCHAN, CHUTHAMAS (A-77)    "
High End,<= 14 Days,13,BANGKOK,"BLUECHIPS MICROHOUSE CO., LTD    ",BS351606,High End,MCP,66702,PIC18F14K22-E/ML,2,45110403,2085.7837,2085.7837,1/19/2023 0:00,5/22/2023 0:00,1/20/2024 0:00,2.0837,1001,1001,0.0,0,0,0,0,16380,29393,455,91,91,ASSAFCA3,MM096,"INCHAN, CHUTHAMAS (A-77)    "
High End,<= 14 Days,13,BANGKOK,"BLUECHIPS MICROHOUSE CO., LTD    ",BS351606,High End,MCP,62870,PIC18F14K22-E/ML,2,45110403,6257.3511,5119.6509,1/19/2023 0:00,5/22/2023 0:00,1/20/2024 0:00,2.0837,3003,2457,546.0,0,0,0,0,16380,29393,455,91,91,ASSAFCA3,MM096,"INCHAN, CHUTHAMAS (A-77)    "
Analog,<= 14 Days,7,SINGAPORE,PCI PRIVATE LIMITED              ,PS955305,Analog,FSC,CG168-10042R00,FAN48610BUC50X,1,4510298453,1012.2,1012.2,6/22/2022 0:00,6/9/2023 0:00,1/1/2049 0:00,0.3374,3000,3000,0.0,0,0,0,0,12000,24000,3000,3000,3000,AMIDFCA97,MM125,"LU, ADELINE (A-01)          "
Analog,<= 14 Days,7,SINGAPORE,PCI PRIVATE LIMITED              ,PS955305,Analog,FSC,CG168-10042R00,FAN48610BUC50X,1,4510298453,1012.2,1012.2,6/22/2022 0:00,6/9/2023 0:00,1/1/2049 0:00,0.3374,3000,3000,0.0,0,0,0,0,12000,24000,3000,3000,3000,AMIDFCA97,MM125,"LU, ADELINE (A-01)          "
Analog,<= 14 Days,14,SINGAPORE,PCI PRIVATE LIMITED              ,PS955305,Analog,FSC,CG168-10042R00,FAN48610BUC50X,1,4510298453,1012.2,1012.2,6/22/2022 0:00,6/1/2023 0:00,1/1/2049 0:00,0.3374,3000,3000,0.0,0,0,0,0,12000,24000,3000,3000,3000,AMIDFCA97,MM125,"LU, ADELINE (A-01)          "
Analog,> 14 Days,137,VIETNAM,SPARTRONICS VIETNAM INC.         ,SS971702,Analog,FSC,PE-EUCP00001,FAN156L6X,1,41031413.," 5,900.00 "," 5,900.00 ",6/16/2022 0:00,3/31/2023 0:00,6/15/2023 0:00,0.118,50000,50000,0.0,0,0,0,110000,0,160000,5000,5000,5000,ASSAFCA,MM246,"VO, DUCHIEU (A-2R)          "
Passive,> 14 Days,62,VIETNAM,VINFAST TRADING AND PRODUCTION   ,VS021500,Passive,YAG,140101525,PE2512FKE7W0R1L,1,4100011287," 1,440.00 "," 1,440.00 ",4/16/2023 0:00,4/17/2023 0:00,4/16/2024 0:00,0.072,20000,20000,0.0,0,0,0,12000,20000,152000,4000,4000,4000,ASSAFCA,KK143,"VU, STEVEN (A-2R)           "
Passive,> 14 Days,49,VIETNAM,VINFAST TRADING AND PRODUCTION   ,VS021500,Passive,YAG,140101525,PE2512FKE7W0R1L,1,4100011287," 1,440.00 "," 1,440.00 ",4/16/2023 0:00,5/1/2023 0:00,4/16/2024 0:00,0.072,20000,20000,0.0,0,0,0,12000,20000,152000,4000,4000,4000,ASSAFCA,KK143,"VU, STEVEN (A-2R)           "
Passive,> 14 Days,18,VIETNAM,VINFAST TRADING AND PRODUCTION   ,VS021500,Passive,YAG,140101525,PE2512FKE7W0R1L,1,4100011287.," 1,440.00 "," 1,440.00 ",4/16/2023 0:00,5/31/2023 0:00,4/16/2024 0:00,0.072,20000,20000,0.0,0,0,0,12000,20000,152000,4000,4000,4000,ASSAFCA,KK143,"VU, STEVEN (A-2R)           "
Passive,> 14 Days,18,VIETNAM,VINFAST TRADING AND PRODUCTION   ,VS021500,Passive,YAG,140101525,PE2512FKE7W0R1L,1,4100011287.," 1,440.00 "," 1,440.00 ",4/16/2023 0:00,5/31/2023 0:00,4/16/2024 0:00,0.072,20000,20000,0.0,0,0,0,12000,20000,152000,4000,4000,4000,ASSAFCA,KK143,"VU, STEVEN (A-2R)           "
Passive,> 14 Days,18,VIETNAM,VINFAST TRADING AND PRODUCTION   ,VS021500,Passive,YAG,140101525,PE2512FKE7W0R1L,1,4100011287.," 1,440.00 "," 1,440.00 ",4/16/2023 0:00,5/31/2023 0:00,4/16/2024 0:00,0.072,20000,20000,0.0,0,0,0,12000,20000,152000,4000,4000,4000,ASSAFCA,KK143,"VU, STEVEN (A-2R)           "
Passive,> 14 Days,18,VIETNAM,VINFAST TRADING AND PRODUCTION   ,VS021500,Passive,YAG,140101525,PE2512FKE7W0R1L,1,4100011287.," 1,440.00 "," 1,440.00 ",4/16/2023 0:00,5/31/2023 0:00,4/16/2024 0:00,0.072,20000,20000,0.0,0,0,0,12000,20000,152000,4000,4000,4000,ASSAFCA,KK143,"VU, STEVEN (A-2R)           "
Passive,<= 14 Days,0,MANILA,MITSUMI PHILIPPINES INC.         ,MS699101,Passive,MUS,0580-001,GCM1555G1HR50BA16D,1,167U62129,578.2,578.2,6/13/2023 0:00,6/16/2023 0:00,6/16/2024 0:00,0.00826,70000,70000,0.0,0,0,0,510000,0,4500000,50000,10000,10000,DEWWDAP,KK123,"MEDINA, MYLEEN (A-80)       "
Passive,<= 14 Days,0,MANILA,MITSUMI PHILIPPINES INC.         ,MS699101,Passive,MUS,0580-001,GCM1555G1HR50BA16D,1,167U62130,495.6,495.6,6/13/2023 0:00,6/16/2023 0:00,6/16/2024 0:00,0.00826,60000,60000,0.0,0,0,0,510000,0,4500000,50000,10000,10000,DEWWDAP,KK123,"MEDINA, MYLEEN (A-80)       "
Passive,<= 14 Days,0,MANILA,MITSUMI PHILIPPINES INC.         ,MS699101,Passive,MUS,0580-001,GCM1555G1HR50BA16D,1,167U62131,495.6,495.6,6/13/2023 0:00,6/16/2023 0:00,6/16/2024 0:00,0.00826,60000,60000,0.0,0,0,0,510000,0,4500000,50000,10000,10000,DEWWDAP,KK123,"MEDINA, MYLEEN (A-80)       "
Discrete,<= 14 Days,0,VIETNAM,FRIWO VIETNAM COMPANY LIMITED    ,FS014400,Discrete,GS,1842656,MMSZ5256C-E3-08,1,4500004510," 1,291.50 "," 1,291.50 ",3/20/2023 0:00,5/29/2023 0:00,1/1/2049 0:00,0.0287,45000,45000,0.0,0,0,9000,15000,0,75000,15000,3000,3000,FEWWEXW,LL001,"LE, HENRY (A-2R)            "
Discrete,<= 14 Days,0,VIETNAM,FRIWO VIETNAM COMPANY LIMITED    ,FS014400,Discrete,GS,3314383,BZG05C6V2-M3-08,1,V316983, 606.00 , 606.00 ,8/7/2022 0:00,5/29/2023 0:00,1/1/2049 0:00,0.101,6000,6000,0.0,0,0,0,0,198000,226500,6000,1500,1500,FEWWEXW,LL001,"LE, HENRY (A-2R)            "
Discrete,> 14 Days,62,SINGAPORE,PCI PRIVATE LIMITED              ,PS064801,Discrete,SEM,LFDD003E00,UCLAMP0571P.TNT,1,4510306848,2530,2530,10/7/2022 0:00,3/27/2023 0:00,7/31/2023 0:00,0.253,10000,10000,0.0,0,10000,10000,0,10000,20000,10000,10000,10000,AMIDFCA97,LL017,"LU, ADELINE (A-01)          "
Discrete,> 14 Days,174,SINGAPORE,SHANGHAI GES INFORMATION         ,SS971400,Discrete,MCC,T8-63505100-R,BZT52C51-TP,1,4590644754,27,27,7/11/2022 0:00,6/12/2023 0:00,1/1/2049 0:00,0.009,3000,3000,0.0,0,0,0,15000,0,3000,3000,3000,3000,DEWWCPT4,LL001,"TEO, HAZEL (A-01)           "
Discrete,> 14 Days,63,SINGAPORE,OSI ELECTRONICS PTE LTD          ,OS956900,Discrete,MCC,ECMJD008,MMSZ5256B-TP,1,PO00311210,370.8,370.8,2/3/2022 0:00,4/14/2023 0:00,1/1/2047 0:00,0.0103,36000,36000,0.0,0,0,0,120000,0,108000,3000,3000,3000,ASIDFCA9,LL017,"NG, BRYAN (A-01)            "
Discrete,> 14 Days,38,SINGAPORE,OSI ELECTRONICS PTE LTD          ,OS956900,Discrete,MCC,ECMJD008,MMSZ5256B-TP,1,PO00311210,370.8,370.8,2/3/2022 0:00,5/11/2023 0:00,1/1/2047 0:00,0.0103,36000,36000,0.0,0,0,0,120000,0,108000,3000,3000,3000,ASIDFCA9,LL017,"NG, BRYAN (A-01)            "
Analog,> 14 Days,259,BANGKOK,"DMC CORP (154) CO., LTD.         ",DS337900,Analog,IFA,366-00024-773,IMC101TT038XUMA1,1,DMC-I-2203020,3300,3300,3/28/2022 0:00,5/5/2023 0:00,3/14/2024 0:00,1.1,3000,3000,0.0,0,0,0,0,0,9000,3000,3000,3000,TEWWEXW,MM442,"TONGSRITONG, LADDAWAN (A-77)"
Analog,> 14 Days,259,BANGKOK,"DMC CORP (154) CO., LTD.         ",DS337900,Analog,IFA,366-00024-773,IMC101TT038XUMA1,1,DMC-I-2203020,3300,3300,3/28/2022 0:00,5/5/2023 0:00,3/14/2024 0:00,1.1,3000,3000,0.0,0,0,0,0,0,9000,3000,3000,3000,TEWWEXW,MM442,"TONGSRITONG, LADDAWAN (A-77)"
Analog,> 14 Days,550,BANGKOK,"DMC CORP (154) CO., LTD.         ",DS337900,Analog,IFA,366-00024-773,IMC101TT038XUMA1,1,DMC-I-2104017,3060,3060,10/22/2021 0:00,5/5/2023 0:00,1/1/2047 0:00,1.02,3000,3000,0.0,0,0,0,0,0,9000,3000,3000,3000,TEWWEXW,MM442,"TONGSRITONG, LADDAWAN (A-77)"
FLS,<= 14 Days,6,SINGAPORE,VTECH COMMUNICATIONS TRADING     ,VS022304,FLS,LML,43-104016-000-R000,L130-3580003000X21,1,5310035446,4210,4210,5/12/2022 0:00,6/12/2023 0:00,1/1/2049 0:00,0.0421,100000,100000,0.0,0,0,0,50000,0,100000,100000,5000,5000,AMMYFCA,LL009,"NG, BRYAN (A-01)            "
Passive,<= 14 Days,7,SINGAPORE,PCI PRIVATE LIMITED              ,PS955300,Passive,PA3,SC180-0036700,ERJ-2RKF3010X,1,4510303058,31.5,31.5,8/5/2022 0:00,6/9/2023 0:00,1/1/2049 0:00,0.00315,10000,10000,0.0,0,0,0,40000,10000,70000,10000,10000,10000,AMIDFCA97,KK143,"LU, ADELINE (A-01)          "
Passive,> 14 Days,70,SINGAPORE,BM NAGANO INDUSTRIES SDN. BHD.   ,BS643102,Passive,PA3,302-00028,ERJ-2RKF3010X,2,C08901047,0,24,8/30/2021 0:00,4/7/2023 0:00,4/7/2023 0:00,0.0024,0,10000,0.0,0,0,0,40000,10000,70000,10000,10000,10000,AMMYFCA,KK143,"YAP, TERENCE (A-01)         "
Discrete,> 14 Days,174,VIETNAM,SPARTRONICS VIETNAM INC.         ,SS971702,Discrete,GS,VA-DIOD-0131N,SMF16A-E3-08,1,41029874., 778.80 , 194.70 ,1/2/2022 0:00,5/12/2023 0:00,1/1/2047 0:00,0.0649,12000,3000,9000.0,0,0,0,0,30000,48000,30000,3000,3000,ASSAFCA,LL017,"VO, DUCHIEU (A-2R)          "
Discrete,> 14 Days,215,VIETNAM,SPARTRONICS VIETNAM INC.         ,SS971702,Discrete,GS,VA-DIOD-0131N,SMF16A-E3-08,1,41031902, 194.70 , 194.70 ,5/19/2022 0:00,4/14/2023 0:00,5/30/2023 0:00,0.0649,3000,3000,0.0,0,0,0,0,30000,48000,30000,3000,3000,ASSAFCA,LL017,"VO, DUCHIEU (A-2R)          "
Discrete,> 14 Days,157,VIETNAM,SPARTRONICS VIETNAM INC.         ,SS971702,Discrete,GS,VA-DIOD-0131N,SMF16A-E3-08,1,41031902," 1,557.60 "," 1,557.60 ",5/19/2022 0:00,4/14/2023 0:00,5/30/2023 0:00,0.0649,24000,24000,0.0,0,0,0,0,30000,48000,30000,3000,3000,ASSAFCA,LL017,"VO, DUCHIEU (A-2R)          "
Passive,> 14 Days,66,VIETNAM,VINFAST TRADING AND PRODUCTION   ,VS021500,Passive,RHM,140101711,SFR03EZPF15R0,1,4100011338.," 1,400.00 "," 1,400.00 ",4/12/2023 0:00,4/13/2023 0:00,4/11/2024 0:00,0.0112,125000,125000,0.0,0,0,0,0,0,125000,5000,5000,5000,ASSAFCA,KK143,"VU, STEVEN (A-2R)           "
Interconnect,> 14 Days,62,SINGAPORE,GES MANUFACTURING SERVICES (M)   ,ES044400,Interconnect,TYC,P2S100038514-R,5-103911-2,1,4601069424,4277.28,4277.28,1/16/2022 0:00,4/17/2023 0:00,1/1/2049 0:00,2.01,2128,2128,0.0,0,0,0,2166,0,3154,2128,2128,2128,AMGEFOB24,KK152,"TEO, HAZEL (A-01)           "
Interconnect,> 14 Days,55,SINGAPORE,GES MANUFACTURING SERVICES (M)   ,ES044400,Interconnect,TYC,P2S100038514-R,5-103911-2,1,4601027000,2062.26,2062.26,9/19/2021 0:00,4/24/2023 0:00,1/1/2047 0:00,2.01,1026,1026,0.0,0,0,0,2166,0,3154,2128,2128,2128,AMGEFOB24,KK152,"TEO, HAZEL (A-01)           "
Passive,> 14 Days,66,VIETNAM,VINFAST TRADING AND PRODUCTION   ,VS021500,Passive,KOA,140101763,RK73H2ETTD3004F,1,4100011237....," 7,500.00 "," 7,500.00 ",4/12/2023 0:00,4/13/2023 0:00,4/11/2024 0:00,0.012,625000,625000,0.0,0,0,0,0,0,625000,5000,5000,5000,ASSAFCA,KK143,"VU, STEVEN (A-2R)           "
Interconnect,> 14 Days,88,BANGKOK,"BLUECHIPS MICROHOUSE CO., LTD    ",BS351600,Interconnect,MLL,69156,0285-0-15-15-16-14-10-0,2,45113795,0,3450,2/9/2023 0:00,3/7/2023 0:00,3/7/2024 0:00,0.23,0,15000,0.0,0,0,0,450,0,15000,1000,500,500,ASSAFCA3,KK155,"INCHAN, CHUTHAMAS (A-77)    "
Analog,> 14 Days,31,VIETNAM,XP POWER SINGAPORE MANUFACTURING ,XS005400,Analog,MCP,IN60000033209,MIC5233-5.0YM5-TR,1,1500031519," 6,900.00 "," 6,900.00 ",6/1/2022 0:00,5/18/2023 0:00,5/30/2023 0:00,1.15,6000,6000,0.0,0,0,0,0,9000,15000,3000,3000,3000,DEWWDAP45,MM125,"LE, HENRY (A-2R)            "
